1 Q-E,2 ZN-E,3 PH-E,4 DBO-E,5 DQO-E,6 SS-E,7 SSV-E,8 SED-E,9 COND-E,10 PH-P,11 DBO-P,12 SS-P,13 SSV-P,14 SED-P,15 COND-P,16 PH-D,17 DBO-D,18 DQO-D,19 SS-D,20 SSV-D,21 SED-D,22 COND-D,23 PH-S,24 DBO-S,25 DQO-S,26 SS-S,27 SSV-S,28 SED-S,29 COND-S,30 RD-DBO-P,31 RD-SS-P,32 RD-SED-P,33 RD-DBO-S,34 RD-DQO-S,35 RD-DBO-G,36 RD-DQO-G,37 RD-SS-G,38 RD-SED-G,D-1/3/90
36495.00 ,0.12,7.70 ,213,627,2008.00 ,17.90 ,0.00 ,1257.00 ,7.60 ,308,1692.00 ,17.70 ,0.00 ,1335.00 ,7.50 ,97,226.00 ,66.00 ,69.70 ,0.00 ,1255.00 ,7.60 ,16,119.00 ,13.00 ,76.90 ,0.00 ,1289.00 ,68.5,96.10 ,0.00 ,83.5,47.3,92.5,81,99.40 ,68.20 ,D-26/5/91
39308.00 ,3,7.80 ,217,349,172.00 ,69.80 ,3.50 ,1454.00 ,7.80 ,174,208.00 ,65.40 ,4.00 ,1487.00 ,7.80 ,98,261.00 ,78.00 ,76.90 ,0.20 ,1360.00 ,7.90 ,0.00 ,92.00 ,20.00 ,80.00 ,0.00 ,1230.00 ,43.7,62.50 ,95.00 ,0.00 ,64.8,0.00 ,73.6,88.40 ,100.00 ,D-26/6/90
35195.00 ,3.2,7.60 ,134,404,190.00 ,57.90 ,5.50 ,1305.00 ,7.70 ,207,212.00 ,59.40 ,5.50 ,1341.00 ,7.80 ,109,325.00 ,64.00 ,81.30 ,0.20 ,1286.00 ,7.60 ,17,95.00 ,26.00 ,73.10 ,0.01 ,1190.00 ,47.3,69.80 ,97.30 ,84.4,70.8,87.3,76.5,86.30 ,99.80 ,D-26/6/91
33959.00 ,2,7.70 ,235,614,692.00 ,29.50 ,8.00 ,1589.00 ,7.70 ,242,716.00 ,31.80 ,9.50 ,1632.00 ,7.70 ,94,246.00 ,244.00 ,23.80 ,0.20 ,1588.00 ,7.90 ,16,90.00 ,52.00 ,29.20 ,0.00 ,1625.00 ,61.2,65.90 ,98.40 ,83,63.4,93.2,85.3,92.50 ,100.00 ,D-26/7/90
0.00 ,5.7,7.70 ,115,408,290.00 ,51.00 ,4.00 ,2150.00 ,7.70 ,139,198.00 ,67.70 ,2.50 ,2050.00 ,7.60 ,96,290.00 ,98.00 ,75.50 ,0.10 ,1924.00 ,7.50 ,20,118.00 ,46.00 ,75.70 ,0.01 ,2060.00 ,30.9,50.50 ,96.00 ,79.2,59.3,82.6,71.1,84.10 ,100.00 ,D-26/7/91
29271.00 ,0.36,7.50 ,99,585,140.00 ,71.40 ,0.00 ,962.00 ,7.60 ,103,194.00 ,62.30 ,0.00 ,966.00 ,7.60 ,61,129.00 ,55.00 ,83.60 ,0.00 ,993.00 ,7.70 ,25,95.00 ,26.00 ,76.90 ,0.00 ,968.00 ,40.8,71.60 ,0.00 ,59,26.4,74.7,83.8,81.40 ,68.20 ,D-26/8/91
57606.00 ,5.35,7.70 ,208,298,260.00 ,37.70 ,4.00 ,1236.00 ,7.80 ,245,284.00 ,46.50 ,5.00 ,1285.00 ,7.80 ,90,220.00 ,124.00 ,48.40 ,0.30 ,1416.00 ,7.90 ,19,0.00 ,14.00 ,82.90 ,0.00 ,1611.00 ,63.3,56.30 ,94.00 ,78.9,0.00 ,90.9,0.00 ,94.60 ,100.00 ,D-26/9/90
37730.00 ,0.7,8.00 ,427,815,204.00 ,70.60 ,0.00 ,1455.00 ,7.90 ,517,186.00 ,73.10 ,0.00 ,1558.00 ,7.90 ,0.00 ,423.00 ,118.00 ,78.00 ,0.00 ,1602.00 ,7.40 ,23,101.00 ,20.00 ,88.00 ,0.00 ,1590.00 ,0.00 ,36.60 ,0.00 ,0.00 ,76.1,94.6,87.6,90.20 ,68.20 ,D-27/1/91
30964.00 ,3.3,7.70 ,220,540,184.00 ,62.00 ,3.50 ,1445.00 ,7.70 ,0.00 ,140.00 ,58.60 ,3.00 ,1414.00 ,7.60 ,0.00 ,207.00 ,86.00 ,81.40 ,0.20 ,1428.00 ,7.90 ,16,27.00 ,15.00 ,70.70 ,0.15 ,1337.00 ,0.00 ,38.60 ,93.30 ,0.00 ,87,92.7,95,91.80 ,95.70 ,D-27/10/91
42667.00 ,2.7,8.30 ,173,427,208.00 ,71.20 ,5.50 ,1979.00 ,8.40 ,221,204.00 ,70.60 ,5.00 ,1955.00 ,8.30 ,113,291.00 ,82.00 ,82.90 ,0.20 ,1862.00 ,7.70 ,16,105.00 ,20.00 ,86.00 ,0.02 ,1789.00 ,48.9,59.80 ,97.00 ,85.8,63.9,90.8,75.4,90.40 ,99.60 ,D-27/11/90
35263.00 ,0.3,8.00 ,201,434,118.00 ,73.00 ,5.00 ,1727.00 ,8.10 ,300,214.00 ,72.90 ,4.50 ,1700.00 ,8.10 ,131,317.00 ,114.00 ,66.70 ,0.90 ,1749.00 ,7.70 ,12,55.00 ,18.00 ,66.70 ,0.01 ,1750.00 ,56.3,46.70 ,80.00 ,90.8,82.6,94,87.3,84.70 ,99.80 ,D-27/12/90
40879.00 ,1.2,7.60 ,0.00 ,435,196.00 ,68.40 ,4.50 ,1421.00 ,7.70 ,0.00 ,264.00 ,69.70 ,7.00 ,1469.00 ,7.70 ,0.00 ,408.00 ,120.00 ,73.30 ,0.60 ,1532.00 ,7.60 ,0.00 ,102.00 ,23.00 ,84.10 ,0.02 ,1354.00 ,0.00 ,54.50 ,91.40 ,0.00 ,75,0.00 ,76.6,88.30 ,99.60 ,D-27/2/90
31494.00 ,2.5,8.00 ,290,459,228.00 ,71.90 ,7.50 ,1684.00 ,8.00 ,449,298.00 ,71.10 ,9.00 ,1746.00 ,8.00 ,187,352.00 ,112.00 ,91.10 ,0.60 ,1828.00 ,7.80 ,28,57.00 ,22.00 ,87.30 ,0.02 ,1740.00 ,58.4,62.40 ,93.30 ,85,83.8,90.3,87.6,90.40 ,100.00 ,D-27/2/91
47665.00 ,1.2,7.70 ,156,405,200.00 ,74.00 ,4.00 ,1856.00 ,7.60 ,178,184.00 ,71.70 ,3.50 ,1976.00 ,7.50 ,128,302.00 ,92.00 ,78.30 ,0.30 ,1920.00 ,7.60 ,19,71.00 ,23.00 ,78.30 ,0.01 ,1706.00 ,28.1,50.00 ,91.40 ,85.2,76.5,87.8,82.5,88.50 ,99.80 ,D-27/3/90
44085.00 ,4.2,7.40 ,183,325,228.00 ,47.40 ,3.50 ,1229.00 ,7.70 ,125,218.00 ,50.50 ,3.00 ,1254.00 ,7.80 ,97,368.00 ,136.00 ,57.40 ,1.30 ,1343.00 ,7.70 ,15,94.00 ,18.00 ,77.80 ,0.00 ,1382.00 ,22.4,37.60 ,56.70 ,84.5,74.5,91.8,71.1,92.10 ,100.00 ,D-27/3/91
34528.00 ,1,7.90 ,262,444,324.00 ,48.10 ,6.50 ,1319.00 ,7.90 ,279,380.00 ,43.20 ,6.00 ,1362.00 ,7.90 ,161,347.00 ,90.00 ,77.80 ,0.40 ,1476.00 ,7.60 ,31,174.00 ,67.00 ,73.60 ,0.50 ,1398.00 ,42.3,76.30 ,94.20 ,80.7,49.9,88.2,60.8,79.30 ,92.30 ,D-27/4/90
43117.00 ,1.2,8.40 ,134,302,208.00 ,57.70 ,3.30 ,1160.00 ,8.00 ,159,276.00 ,60.90 ,3.50 ,1201.00 ,8.00 ,116,233.00 ,80.00 ,77.50 ,0.20 ,1264.00 ,7.90 ,16,66.00 ,20.00 ,80.00 ,0.00 ,1333.00 ,27,71.00 ,94.30 ,86.2,71.7,88.1,78.1,90.40 ,100.00 ,D-27/5/90
36922.00 ,0.5,7.60 ,122,338,174.00 ,62.10 ,5.00 ,1035.00 ,7.70 ,135,216.00 ,56.50 ,5.50 ,1030.00 ,7.70 ,108,244.00 ,68.00 ,79.40 ,0.20 ,1099.00 ,7.60 ,14,44.00 ,12.00 ,82.30 ,0.02 ,1140.00 ,20,68.50 ,97.30 ,87,82,88.5,87,93.10 ,99.60 ,D-27/5/91
44198.00 ,7,7.70 ,257,667,1016.00 ,31.50 ,22.00 ,1478.00 ,7.80 ,212,572.00 ,36.40 ,12.50 ,1422.00 ,7.90 ,135,210.00 ,108.00 ,57.40 ,0.20 ,1358.00 ,8.00 ,16,56.00 ,15.00 ,73.30 ,0.00 ,1378.00 ,36.3,81.10 ,98.40 ,88.1,73.3,93.8,91.6,98.50 ,100.00 ,D-27/6/90
34886.00 ,0.85,7.60 ,178,310,198.00 ,66.70 ,5.50 ,1560.00 ,7.70 ,156,178.00 ,66.30 ,3.00 ,1549.00 ,7.70 ,100,248.00 ,74.00 ,89.20 ,0.10 ,1590.00 ,7.70 ,13,62.00 ,22.00 ,81.80 ,0.01 ,1635.00 ,35.9,58.40 ,96.70 ,87,75,92.7,80,88.90 ,99.80 ,D-27/6/91
33290.00 ,1,7.70 ,128,392,236.00 ,59.30 ,3.20 ,2100.00 ,7.60 ,130,176.00 ,56.80 ,4.00 ,2200.00 ,7.70 ,118,272.00 ,88.00 ,59.10 ,0.20 ,2010.00 ,7.80 ,0.00 ,164.00 ,49.00 ,67.30 ,0.05 ,2070.00 ,9.2,50.00 ,95.00 ,0.00 ,39.7,0.00 ,58.2,79.20 ,98.40 ,D-27/7/90
35876.00 ,0.5,7.90 ,81,448,296.00 ,0.00 ,0.00 ,1315.00 ,7.70 ,128,380.00 ,0.00 ,0.00 ,1355.00 ,7.80 ,65,319.00 ,70.00 ,0.00 ,0.00 ,1401.00 ,7.90 ,27,123.00 ,33.00 ,0.00 ,0.00 ,1525.00 ,49.2,81.60 ,0.00 ,58.5,61.4,66.7,72.5,88.90 ,68.20 ,D-27/8/90
32723.00 ,0.16,7.70 ,93,252,176.00 ,56.80 ,2.30 ,894.00 ,7.70 ,108,146.00 ,65.80 ,3.00 ,873.00 ,7.70 ,63,224.00 ,55.00 ,78.20 ,0.20 ,915.00 ,7.90 ,19,54.00 ,6.00 ,100.00 ,0.01 ,942.00 ,0.00 ,62.30 ,93.30 ,69.8,75.9,79.6,78.6,96.60 ,99.60 ,D-27/8/91
46791.00 ,2.2,7.90 ,206,305,188.00 ,56.40 ,4.00 ,1200.00 ,7.90 ,0.00 ,272.00 ,50.00 ,6.00 ,1228.00 ,7.90 ,113,210.00 ,88.00 ,65.90 ,0.20 ,1237.00 ,7.90 ,14,55.00 ,10.00 ,92.00 ,0.00 ,1084.00 ,0.00 ,67.60 ,97.50 ,87.6,73.8,93.2,82,94.70 ,100.00 ,D-27/9/90
39891.00 ,2,7.60 ,178,416,188.00 ,60.60 ,4.50 ,1301.00 ,7.60 ,174,166.00 ,69.90 ,3.50 ,1267.00 ,7.60 ,164,368.00 ,106.00 ,69.80 ,0.40 ,1280.00 ,7.30 ,22,140.00 ,20.00 ,70.00 ,0.00 ,1262.00 ,5.7,36.10 ,88.60 ,86.6,62,87.6,66.3,89.40 ,100.00 ,D-28/1/90
28209.00 ,1.2,7.90 ,319,532,250.00 ,71.20 ,6.50 ,1379.00 ,8.00 ,331,254.00 ,69.30 ,6.00 ,1453.00 ,8.00 ,150,299.00 ,92.00 ,73.90 ,0.40 ,1431.00 ,7.70 ,15,60.00 ,14.00 ,85.70 ,0.02 ,1508.00 ,54.7,63.80 ,93.30 ,90,79.9,95.3,88.7,94.40 ,100.00 ,D-28/1/91
44858.00 ,1.41,8.10 ,380,318,194.00 ,55.70 ,2.70 ,1970.00 ,8.10 ,137,188.00 ,55.30 ,1.80 ,2080.00 ,8.00 ,99,239.00 ,104.00 ,63.50 ,0.40 ,2130.00 ,7.90 ,16,71.00 ,22.00 ,59.10 ,0.02 ,2190.00 ,27.7,44.70 ,77.80 ,83.8,70.3,95.8,77.7,88.70 ,99.30 ,D-28/10/90
47222.00 ,2.21,8.10 ,148,321,142.00 ,73.20 ,3.00 ,1681.00 ,8.10 ,194,242.00 ,66.90 ,7.00 ,1704.00 ,8.00 ,130,274.00 ,104.00 ,75.00 ,0.80 ,1653.00 ,7.80 ,12,78.00 ,14.00 ,82.90 ,0.01 ,1705.00 ,33,57.00 ,88.60 ,90.8,71.5,91.9,75.7,90.10 ,99.70 ,D-28/11/90
34319.00 ,0.5,8.10 ,236,448,178.00 ,76.40 ,5.00 ,1325.00 ,8.00 ,241,180.00 ,76.70 ,4.50 ,1259.00 ,7.90 ,150,226.00 ,90.00 ,77.80 ,0.50 ,1344.00 ,7.80 ,16,79.00 ,17.00 ,85.30 ,0.01 ,1276.00 ,37.8,50.00 ,88.90 ,89.3,65,93.2,82.4,90.40 ,99.80 ,D-28/12/90
44150.00 ,1,8.10 ,0.00 ,516,164.00 ,75.60 ,3.50 ,1548.00 ,8.10 ,0.00 ,232.00 ,74.10 ,5.50 ,1545.00 ,7.90 ,0.00 ,326.00 ,94.00 ,93.60 ,0.60 ,1415.00 ,7.60 ,0.00 ,113.00 ,37.00 ,95.50 ,0.02 ,1409.00 ,0.00 ,59.50 ,90.00 ,0.00 ,65.3,0.00 ,78.1,77.40 ,99.40 ,D-28/2/90
31765.00 ,2,7.90 ,240,887,314.00 ,76.40 ,7.00 ,2120.00 ,7.90 ,158,292.00 ,74.00 ,7.20 ,2200.00 ,7.90 ,167,511.00 ,136.00 ,75.00 ,0.70 ,2190.00 ,7.70 ,26,95.00 ,23.00 ,92.20 ,0.02 ,2170.00 ,0.00 ,53.40 ,91.00 ,84.4,81.4,89.2,89.3,92.70 ,100.00 ,D-28/2/91
44314.00 ,3,7.80 ,155,389,308.00 ,49.40 ,6.00 ,1927.00 ,7.70 ,252,308.00 ,49.40 ,6.50 ,2150.00 ,7.70 ,121,302.00 ,108.00 ,72.20 ,0.60 ,1950.00 ,7.60 ,15,87.00 ,23.00 ,69.70 ,0.00 ,1869.00 ,52,64.90 ,90.80 ,87.6,71.2,90.3,77.6,92.50 ,100.00 ,D-28/3/90
41503.00 ,8.7,7.50 ,133,346,274.00 ,46.00 ,0.00 ,1186.00 ,7.30 ,125,146.00 ,58.90 ,0.00 ,1203.00 ,7.10 ,113,196.00 ,74.00 ,73.00 ,0.00 ,1229.00 ,7.00 ,17,65.00 ,18.00 ,83.30 ,0.00 ,1272.00 ,9.6,49.30 ,0.00 ,85,66.8,87.2,81.2,93.40 ,68.20 ,D-28/4/91
48333.00 ,0.7,7.60 ,132,188,172.00 ,46.50 ,2.50 ,940.00 ,7.70 ,210,192.00 ,46.90 ,2.00 ,924.00 ,7.70 ,102,176.00 ,76.00 ,78.90 ,0.10 ,1001.00 ,7.70 ,17,78.00 ,21.00 ,87.60 ,0.00 ,1107.00 ,51.4,60.40 ,95.00 ,83.3,55.7,87.1,58.5,87.80 ,100.00 ,D-28/5/90
43497.00 ,2.1,7.80 ,134,323,190.00 ,61.10 ,4.50 ,2070.00 ,7.80 ,126,206.00 ,54.40 ,3.00 ,2050.00 ,7.90 ,85,229.00 ,118.00 ,61.00 ,0.30 ,1784.00 ,7.70 ,15,56.00 ,13.00 ,84.60 ,0.02 ,1680.00 ,32.5,42.70 ,90.00 ,82.4,75.5,88.8,82.7,93.20 ,99.60 ,D-28/5/91
39003.00 ,1.2,7.80 ,183,456,232.00 ,65.50 ,5.00 ,1262.00 ,7.80 ,198,216.00 ,55.60 ,4.50 ,1247.00 ,7.90 ,107,266.00 ,84.00 ,57.10 ,0.20 ,1305.00 ,7.80 ,19,60.00 ,12.00 ,75.00 ,0.00 ,1234.00 ,46,61.10 ,96.70 ,82.2,77.4,89.6,86.8,94.80 ,100.00 ,D-28/6/90
33708.00 ,0.45,7.80 ,171,380,164.00 ,82.90 ,4.50 ,1565.00 ,7.80 ,216,190.00 ,80.00 ,4.50 ,1589.00 ,7.80 ,119,279.00 ,52.00 ,100.00 ,0.10 ,1571.00 ,7.70 ,12,74.00 ,13.00 ,83.10 ,0.01 ,1560.00 ,44.9,72.60 ,97.80 ,89.9,73.5,93,80.5,92.10 ,99.80 ,D-28/6/91
0.00 ,2.4,7.60 ,132,253,200.00 ,49.00 ,2.80 ,2110.00 ,7.60 ,129,256.00 ,50.00 ,2.50 ,2060.00 ,7.60 ,106,245.00 ,94.00 ,83.00 ,0.10 ,1974.00 ,7.60 ,15,90.00 ,28.00 ,85.70 ,0.02 ,1959.00 ,17.8,63.30 ,96.00 ,85.8,63.3,88.6,64.4,86.00 ,99.30 ,D-28/7/91
41410.00 ,0.6,7.90 ,85,269,110.00 ,0.00 ,1.50 ,1342.00 ,7.80 ,139,198.00 ,0.00 ,4.00 ,1325.00 ,7.80 ,65,168.00 ,65.00 ,0.00 ,0.20 ,1362.00 ,7.90 ,15,0.00 ,23.00 ,0.00 ,0.00 ,1375.00 ,53.2,67.20 ,95.00 ,76.9,0.00 ,82.4,0.00 ,79.10 ,100.00 ,D-28/8/90
33535.00 ,0.32,7.80 ,192,346,172.00 ,68.60 ,4.00 ,988.00 ,7.80 ,210,192.00 ,68.80 ,4.50 ,991.00 ,7.70 ,100,215.00 ,80.00 ,73.80 ,0.10 ,966.00 ,7.90 ,17,88.00 ,16.00 ,90.00 ,0.00 ,950.00 ,0.00 ,58.30 ,97.80 ,83,59.1,91.1,74.6,90.70 ,100.00 ,D-28/8/91
46852.00 ,0.00 ,7.70 ,247,361,286.00 ,51.00 ,4.50 ,1180.00 ,7.70 ,146,212.00 ,56.40 ,2.50 ,1251.00 ,7.70 ,135,248.00 ,134.00 ,52.20 ,0.60 ,1144.00 ,7.90 ,11,56.00 ,10.00 ,78.00 ,0.00 ,1222.00 ,7.5,36.80 ,76.00 ,91.9,77.4,95.5,84.5,96.50 ,100.00 ,D-28/9/90
32257.00 ,3.5,7.50 ,246,583,504.00 ,45.20 ,7.30 ,1016.00 ,7.50 ,228,436.00 ,42.20 ,7.50 ,1079.00 ,7.50 ,85,236.00 ,76.00 ,68.40 ,0.50 ,1088.00 ,7.30 ,21,75.00 ,25.00 ,72.00 ,0.05 ,1164.00 ,62.7,82.60 ,94.00 ,75.3,68.2,91.5,87.1,95.00 ,99.30 ,D-29/1/90
32680.00 ,2.6,8.20 ,334,594,256.00 ,67.20 ,7.00 ,1380.00 ,8.30 ,268,238.00 ,67.20 ,5.50 ,1400.00 ,8.20 ,180,372.00 ,118.00 ,66.10 ,0.90 ,1352.00 ,7.90 ,20,62.00 ,11.00 ,80.00 ,0.00 ,1167.00 ,32.8,50.40 ,83.60 ,88.9,83.3,94,89.6,95.70 ,100.00 ,D-29/1/91
47576.00 ,5.97,8.10 ,0.00 ,188,128.00 ,67.20 ,2.00 ,1465.00 ,8.10 ,0.00 ,158.00 ,55.70 ,2.00 ,1489.00 ,7.90 ,0.00 ,176.00 ,80.00 ,80.00 ,0.30 ,1435.00 ,7.80 ,0.00 ,59.00 ,24.00 ,73.30 ,0.02 ,1566.00 ,0.00 ,49.40 ,85.00 ,0.00 ,66.5,0.00 ,68.6,81.30 ,99.00 ,D-29/10/90
35573.00 ,7.3,7.60 ,176,333,178.00 ,64.00 ,3.50 ,1627.00 ,7.70 ,170,178.00 ,67.40 ,3.00 ,1684.00 ,7.60 ,0.00 ,247.00 ,106.00 ,77.40 ,0.20 ,1720.00 ,7.60 ,16,67.00 ,23.00 ,80.00 ,0.05 ,1799.00 ,0.00 ,40.40 ,95.00 ,0.00 ,72.9,90.9,79.9,0.00 ,98.60 ,D-29/10/91
32157.00 ,0.6,8.10 ,243,572,200.00 ,78.00 ,4.50 ,2280.00 ,8.20 ,289,240.00 ,74.20 ,6.50 ,2340.00 ,8.00 ,166,372.00 ,98.00 ,81.60 ,0.20 ,2320.00 ,7.80 ,13,86.00 ,13.00 ,89.20 ,0.00 ,2230.00 ,42.6,59.20 ,97.70 ,92.2,76.9,94.7,85,93.50 ,100.00 ,D-29/11/90
40841.00 ,1,7.60 ,179,389,168.00 ,69.00 ,3.50 ,1240.00 ,7.80 ,202,272.00 ,72.10 ,6.00 ,1381.00 ,7.80 ,148,302.00 ,92.00 ,78.30 ,0.30 ,1425.00 ,7.90 ,16,83.00 ,20.00 ,85.00 ,0.00 ,1416.00 ,26.7,66.20 ,95.00 ,89.2,72.5,91.1,78.7,88.10 ,100.00 ,D-29/3/90
40578.00 ,3.28,7.90 ,174,0.00 ,160.00 ,67.50 ,3.10 ,1433.00 ,7.90 ,203,146.00 ,65.80 ,3.00 ,1388.00 ,7.90 ,133,0.00 ,82.00 ,80.50 ,0.20 ,1472.00 ,7.80 ,17,0.00 ,18.00 ,79.80 ,0.00 ,1459.00 ,34.5,43.80 ,93.30 ,87.2,0.00 ,90.2,0.00 ,88.80 ,100.00 ,D-29/3/91
31417.00 ,3,7.80 ,237,549,236.00 ,71.20 ,4.00 ,1397.00 ,7.90 ,286,280.00 ,67.10 ,8.00 ,1368.00 ,7.80 ,176,416.00 ,112.00 ,69.60 ,0.40 ,1469.00 ,7.70 ,39,287.00 ,84.00 ,81.60 ,0.20 ,1480.00 ,38.5,60.00 ,95.60 ,77.8,31,83.5,48,64.40 ,95.00 ,D-29/4/90
27642.00 ,1.8,7.50 ,69,170,180.00 ,40.00 ,1.40 ,810.00 ,7.50 ,130,310.00 ,40.00 ,3.00 ,827.00 ,7.50 ,83,124.00 ,80.00 ,65.00 ,0.30 ,866.00 ,7.50 ,13,39.00 ,14.00 ,92.90 ,0.02 ,949.00 ,36.2,74.20 ,90.00 ,84.3,68.5,81.2,77.1,92.20 ,98.60 ,D-29/4/91
46540.00 ,1.2,7.80 ,132,297,176.00 ,45.50 ,1.50 ,1140.00 ,8.00 ,133,172.00 ,44.20 ,1.30 ,1072.00 ,7.90 ,98,246.00 ,84.00 ,61.90 ,0.30 ,1111.00 ,7.60 ,24,63.00 ,16.00 ,68.80 ,0.00 ,1014.00 ,26.3,51.20 ,80.80 ,75.5,74.4,81.8,78.8,90.90 ,100.00 ,D-29/5/90
38809.00 ,0.75,7.60 ,179,432,1228.00 ,22.80 ,36.00 ,1889.00 ,7.60 ,174,1692.00 ,21.30 ,46.00 ,1906.00 ,7.70 ,99,227.00 ,90.00 ,66.70 ,0.50 ,1962.00 ,7.60 ,18,71.00 ,17.00 ,82.40 ,0.02 ,1932.00 ,43.1,94.70 ,98.90 ,81.8,68.7,89.9,83.6,98.60 ,99.90 ,D-29/5/91
34487.00 ,0.7,7.90 ,183,380,192.00 ,62.50 ,4.50 ,1339.00 ,7.80 ,196,216.00 ,55.60 ,6.00 ,1403.00 ,7.80 ,128,270.00 ,68.00 ,70.60 ,0.10 ,1409.00 ,8.00 ,13,63.00 ,15.00 ,66.70 ,0.00 ,1344.00 ,34.7,68.50 ,98.30 ,89.8,76.7,92.9,83.4,92.20 ,100.00 ,D-29/6/90
33877.00 ,1.5,7.60 ,166,452,320.00 ,46.30 ,4.50 ,1160.00 ,7.70 ,221,388.00 ,47.40 ,5.50 ,1137.00 ,7.70 ,87,216.00 ,76.00 ,73.70 ,0.20 ,1147.00 ,7.80 ,19,56.00 ,28.00 ,75.00 ,0.10 ,1148.00 ,60.6,80.40 ,97.30 ,78.2,74.1,88.6,87.6,91.30 ,97.80 ,D-29/7/90
0.00 ,1.4,7.50 ,188,263,148.00 ,67.50 ,2.00 ,1645.00 ,7.50 ,148,134.00 ,77.60 ,1.70 ,1668.00 ,7.60 ,98,198.00 ,56.00 ,89.30 ,0.10 ,1671.00 ,7.70 ,14,85.00 ,21.00 ,85.70 ,0.00 ,1760.00 ,33.8,58.20 ,94.10 ,85.7,57.1,92.6,67.7,85.80 ,100.00 ,D-29/7/91
40933.00 ,1.5,7.80 ,120,303,290.00 ,0.00 ,4.50 ,1818.00 ,7.80 ,125,250.00 ,0.00 ,4.00 ,1800.00 ,7.80 ,78,192.00 ,68.00 ,0.00 ,0.20 ,1846.00 ,7.90 ,10,76.00 ,10.00 ,0.00 ,0.02 ,1723.00 ,37.6,72.80 ,95.00 ,87.2,60.4,91.7,74.9,96.60 ,99.60 ,D-29/8/90
32922.00 ,0.3,7.40 ,139,367,180.00 ,64.40 ,3.00 ,1060.00 ,7.50 ,163,200.00 ,63.00 ,3.50 ,1040.00 ,7.60 ,105,250.00 ,70.00 ,85.70 ,0.10 ,1152.00 ,7.70 ,25,84.00 ,20.00 ,84.00 ,0.02 ,1136.00 ,0.00 ,65.00 ,97.10 ,76.2,66.4,82,77.1,88.90 ,99.00 ,D-29/8/91
37386.00 ,1.4,7.90 ,165,470,170.00 ,76.50 ,4.00 ,1365.00 ,7.90 ,0.00 ,192.00 ,70.80 ,4.50 ,1399.00 ,7.90 ,156,368.00 ,96.00 ,72.90 ,0.30 ,1338.00 ,7.60 ,22,97.00 ,18.00 ,80.60 ,0.00 ,1481.00 ,0.00 ,50.00 ,94.40 ,85.9,73.6,86.7,79.4,89.40 ,100.00 ,D-3/1/90
40740.00 ,1.2,8.20 ,127,444,172.00 ,73.30 ,3.00 ,1658.00 ,8.20 ,117,184.00 ,71.70 ,4.00 ,1629.00 ,8.10 ,66,315.00 ,94.00 ,83.00 ,0.50 ,1644.00 ,7.80 ,15,85.00 ,15.00 ,90.00 ,0.01 ,1491.00 ,43.6,48.90 ,87.50 ,77.3,73,88.2,80.9,91.30 ,99.70 ,D-3/1/91
54578.00 ,3.6,7.90 ,313,341,512.00 ,33.60 ,6.00 ,915.00 ,7.90 ,205,520.00 ,33.80 ,7.50 ,976.00 ,7.90 ,107,200.00 ,106.00 ,64.20 ,0.20 ,1002.00 ,7.90 ,13,74.00 ,16.00 ,80.00 ,0.00 ,1021.00 ,47.8,79.60 ,97.30 ,87.9,63,95.8,78.3,96.90 ,100.00 ,D-3/10/90
33649.00 ,1.44,7.50 ,147,351,230.00 ,47.00 ,3.50 ,1395.00 ,7.70 ,169,264.00 ,47.70 ,4.20 ,1390.00 ,7.80 ,99,253.00 ,86.00 ,76.70 ,0.30 ,1160.00 ,7.80 ,24,89.00 ,17.00 ,84.70 ,0.01 ,1068.00 ,41.4,67.40 ,92.90 ,75.8,64.8,83.7,0.00 ,92.60 ,99.70 ,D-3/10/91
29388.00 ,0.83,8.20 ,339,713,356.00 ,72.50 ,10.00 ,2170.00 ,8.00 ,334,584.00 ,83.60 ,8.50 ,2110.00 ,7.90 ,223,372.00 ,116.00 ,84.50 ,1.30 ,2140.00 ,7.60 ,17,83.00 ,12.00 ,71.70 ,0.01 ,2330.00 ,33.2,80.10 ,84.70 ,92.4,77.7,95,88.4,96.60 ,99.90 ,D-3/12/90
38105.00 ,1.56,8.40 ,230,517,218.00 ,75.20 ,5.00 ,1645.00 ,8.50 ,269,212.00 ,73.60 ,4.50 ,1676.00 ,8.30 ,154,349.00 ,102.00 ,80.40 ,0.40 ,1658.00 ,8.00 ,16,82.00 ,13.00 ,92.30 ,0.01 ,1658.00 ,42.8,51.90 ,91.10 ,89.6,76.5,93,84.1,94.00 ,99.80 ,D-3/2/91
26343.00 ,2.07,7.70 ,275,553,528.00 ,43.90 ,7.00 ,1105.00 ,7.80 ,166,516.00 ,45.00 ,8.50 ,1174.00 ,7.90 ,84,265.00 ,158.00 ,59.50 ,1.40 ,1422.00 ,7.70 ,24,87.00 ,29.00 ,82.80 ,0.10 ,1782.00 ,49.4,69.40 ,83.50 ,71.4,67.2,91.3,84.3,94.50 ,98.60 ,D-3/3/91
53210.00 ,5,7.80 ,87,241,236.00 ,38.10 ,4.00 ,1179.00 ,8.00 ,97,248.00 ,33.90 ,3.50 ,1231.00 ,8.00 ,78,190.00 ,70.00 ,57.10 ,0.00 ,902.00 ,7.70 ,10,79.00 ,16.00 ,78.10 ,0.02 ,899.00 ,19.6,71.80 ,100.00 ,87.2,58.4,88.5,67.2,93.20 ,99.50 ,D-3/4/90
